编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
1-A,当好奇号探测车登陆火星表面时，美国肯尼迪航天中心（28°30′N，80°42′W）的区时是	8月5日13时31分,None,17,4 8,,10 12,当 好奇号 探测车 登陆 火星 表面 时 ， 美国肯尼迪航天中心 （ 28°30′N ， 80°42′W ） 的 区时 是 8月5日13时31分,当 好奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分,P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time,,时间限定_0（好奇号探测车登陆火星表面）实体信息陈述_1（美国肯尼迪航天中心（28°30′N，80°42′W），区时，8月5日13时31分）,时间限定_0（好奇号探测车登陆火星表面）实体信息陈述_1（美国肯尼迪航天中心（28°30′N，80°42′W），区时，8月5日13时31分）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,17,,当好 奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月5日13时31分,当好 奇号 探测车 登陆 火星 表面 时 ， 美国 肯尼迪 航天 中心 （ 28° 30 ′ N ， 80° 42 ′ W ） 的 区时 是 8月 5日 13时 31分,P NN NN VV loc NN LC PU loc PU num PU num PU DEG NN VC time,( (IP (PP (P 当) (LCP (IP (NP (NN 好奇号) (NN 探测车)) (VP (VV 登陆) (NP (NR 火星) (NN 表面)))) (LC 时))) (PU ，) (NP (DNP (NP (NR 美国肯尼迪航天中心) (PRN (PU （) (QP (CD 28°30′N) (PU ，) (CD 80°42′W)) (PU ）))) (DEG 的)) (NP (NN 区时))) (VP (VC 是) (NP (NT 8月5日13时31分)))) )
26-D-0,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	地势低平,ed-ori,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平,loc CC loc term term NN DEG VA DEC NN VC NN VA,,比较_0（黑龙江省的沼泽湿地成因是地势低平，西藏自治区的沼泽湿地成因是地势低平，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，地势低平），实体信息陈述_2（西藏自治区的沼泽湿地，成因，地势低平），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 地势 低平,loc CC loc term term NN DEG VA DEC NN VC NN VA,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 地势)) (VP (VA 低平))))) )
26-D-1,黑龙江省和西藏自治区沼泽湿地成因的相似之处是	排水不畅,ed-ori,,0 2,3 4,,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅,loc CC loc term term NN DEG VA DEC NN VC NN AD VA,,比较_0（黑龙江省的沼泽湿地成因是排水不畅，西藏自治区的沼泽湿地成因是排水不畅，相似）,比较_0（实体信息陈述_1（黑龙江省的沼泽湿地，成因，排水不畅），实体信息陈述_2（西藏自治区的沼泽湿地，成因，排水不畅），相似）,0_7,0_7,比较,比较 实体信息陈述,,,黑龙江省 和 西藏 自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅,黑龙江省 和 西藏自治区 沼泽 湿地 成因 的 相似 之 处 是 排水 不 畅,loc CC loc term term NN DEG VA DEC NN VC NN AD VA,( (IP (NP (DNP (NP (NP (NR 黑龙江省) (CC 和) (NR 西藏自治区)) (NP (NN 沼泽) (NN 湿地) (NN 成因))) (DEG 的)) (CP (IP (VP (VA 相似))) (DEC 之)) (NP (NN 处))) (VP (VC 是) (IP (NP (NN 排水)) (VP (ADVP (AD 不)) (VP (VA 畅)))))) )
27-A,下列关于两地湿地变化的原因和影响的叙述，不正确的是	黑龙江湿地大幅减少，主要是由于农业基地的开发,n,,17,4,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc AD VV PU AD VC P NN NN DEG NN,,因果_0（农业基地的开发，黑龙江湿地大幅减少）,因果_0（农业基地的开发，趋势_1（黑龙江，湿地，大幅减少））,0_23,0_23 1_19,因果,因果 趋势,,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 黑龙江 湿地 大幅 减少 ， 主要 是 由于 农业 基地 的 开发,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc AD VV PU AD VC P NN NN DEG NN,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (NR 黑龙江湿地)) (VP (VP (ADVP (AD 大幅)) (VP (VV 减少))) (PU ，) (VP (ADVP (AD 主要)) (VP (VC 是) (PP (P 由于) (NP (DNP (NP (NN 农业) (NN 基地)) (DEG 的)) (NP (NN 开发)))))))))) )
27-B,下列关于两地湿地变化的原因和影响的叙述，不正确的是	湿地减少加剧了黑龙江的洪涝灾害,None,,21,4 17 23,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC term NN VV AS loc DEG term NN,,影响_0（湿地减少，黑龙江的洪涝灾害）,影响_0（趋势_1（湿地，减少），黑龙江的洪涝灾害）,0_19,0_19 1_18,影响,影响 趋势,,21,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 湿地 减少 加剧 了 黑龙江 的 洪涝 灾害,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC term VV VV AS loc DEG term NN,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (NN 湿地) (NN 减少)) (VP (VV 加剧) (AS 了) (NP (DNP (NP (NR 黑龙江)) (DEG 的)) (NP (NN 洪涝) (NN 灾害))))))) )
27-C,下列关于两地湿地变化的原因和影响的叙述，不正确的是	西藏湿地面积增大与全球变暖有关,None,,17,4,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏湿地 面积 增大 与 全球 变暖 有关,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc NN VV CC NN VV VV,,因果_0（全球变暖，西藏湿地面积增大）,因果_0（全球变暖，趋势_1（西藏湿地，面积，增大））,0_23,0_23 1_19,因果,因果 趋势,,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 西藏 湿地 面积 增大 与 全球 变暖 有关,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC loc NN VV CC NN VV JJ,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NR 西藏湿地) (NN 面积)) (VP (VV 增大))) (CC 与) (IP (NP (NN 全球)) (VP (VP (VV 变暖)) (VP (VV 有关))))))) )
27-D,下列关于两地湿地变化的原因和影响的叙述，不正确的是	旅游资源的开发是西藏湿地增加的主要原因之一,None,,22,4,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏湿地 增加 的 主要 原因 之一,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC NN NN DEG NN VC loc VV DEC JJ NN NN,,因果_0（旅游资源的开发，西藏湿地增加）,因果_0（旅游资源的开发，趋势_1（西藏，湿地，增加））,0_26,0_26 1_23,因果,因果 趋势,,,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一,下列 关于 两 地 湿地 变化 的 原因 和 影响 的 叙述 ， 不 正确 的 是 旅游 资源 的 开发 是 西藏 湿地 增加 的 主要 原因 之一,JJ P CD NN term NN DEG NN CC NN DEG NN PU AD VA DEC VC NN NN DEG NN VC loc VV DEC JJ NN NN,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (QP (CD 两)) (NP (NN 地))) (NP (NN 湿地) (NN 变化)))) (DEG 的)) (DNP (NP (NN 原因) (CC 和) (NN 影响)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (ADVP (AD 不)) (VP (VA 正确)))) (DEC 的))) (VP (VC 是) (IP (NP (DNP (NP (NN 旅游) (NN 资源)) (DEG 的)) (NP (NN 开发))) (VP (VC 是) (NP (CP (IP (NP (NR 西藏湿地)) (VP (VV 增加))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 原因) (NN 之一))))))) )
28-①,武清区发展的区位优势有	地理位置优越,None,,0,,,武清区 发展 的 区位 优势 有 地理 位置 优越,武清区 发展 的 区位 优势 有 地理 位置 优越,loc VV DEC NN NN VE NN NN VA,,实体信息陈述_0（武清区发展，区位优势，地理位置优越）,实体信息陈述_0（武清区发展，区位优势，地理位置优越）,,,实体信息陈述,实体信息陈述,,,武清区 发展 的 区位 优势 有 地理 位置 优越,武清区 发展 的 区位 优势 有 地理 位置 优越,loc VV DEC NN NN VE NN NN VA,( (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (IP (NP (NN 地理) (NN 位置)) (VP (VA 优越))))) )
28-②,武清区发展的区位优势有	交通优势明显,None,,0,,,武清区 发展 的 区位 优势 有 交通 优势 明显,武清区 发展 的 区位 优势 有 交通 优势 明显,loc VV DEC NN NN VE NN NN VA,,实体信息陈述_0（武清区发展，区位优势，交通优势明显）,实体信息陈述_0（武清区发展，区位优势，交通优势明显）,,,实体信息陈述,实体信息陈述,,,武清区 发展 的 区位 优势 有 交通 优势 明显,武清区 发展 的 区位 优势 有 交通 优势 明显,loc VV DEC NN NN VE NN NN VA,( (IP (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (NP (NN 交通)))) (NP (NN 优势)) (VP (VA 明显))) )
28-③,武清区发展的区位优势有	矿产、能源资源丰富,None,,0,,,武清区 发展 的 区位 优势 有 矿产 、 能源 资源 丰富,武清区 发展 的 区位 优势 有 矿产 、 能源 资源 丰富,loc VV DEC NN NN VE NN PU NN NN VA,,实体信息陈述_0（武清区发展，区位优势，矿产、能源资源丰富）,实体信息陈述_0（武清区发展，区位优势，矿产、能源资源丰富）,,,实体信息陈述,实体信息陈述,,,武清区 发展 的 区位 优势 有 矿产 、 能源 资源 丰富,武清区 发展 的 区位 优势 有 矿产 、 能源 资源 丰富,loc VV DEC NN NN VE NN PU NN NN VA,( (IP (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (NP (NN 矿产)))) (PU 、) (IP (NP (NN 能源) (NN 资源)) (VP (VA 丰富)))) )
28-④,武清区发展的区位优势有	政策支持,None,,0,,,武清区 发展 的 区位 优势 有 政策 支持,武清区 发展 的 区位 优势 有 政策 支持,loc VV DEC NN NN VE NN NN,,实体信息陈述_0（武清区发展，区位优势，政策支持）,实体信息陈述_0（武清区发展，区位优势，政策支持）,,,实体信息陈述,实体信息陈述,,,武清区 发展 的 区位 优势 有 政策 支持,武清区 发展 的 区位 优势 有 政策 支持,loc VV DEC NN NN VE NN VV,( (IP (NP (CP (IP (NP (NR 武清区)) (VP (VV 发展))) (DEC 的)) (NP (NN 区位) (NN 优势))) (VP (VE 有) (NP (NN 政策) (NN 支持)))) )
29-A,产业转移对武清区的影响主要表现在	促进地区产业结构优化升级,None,,,,,产业 转移 对 武清区 的 影响 主要 表现 在 促进 地区 产业 结构 优化 升级,产业 转移 对 武清区 的 影响 主要 表现 在 促进 地区 产业 结构 优化 升级,NN VV P NN DEG NN AD VV P VV NN NN NN VV VV,,影响_0（产业转移，武清区，地区产业结构优化升级）,影响_0（产业转移，武清区，地区产业结构优化升级）,0_5,0_5,影响,影响,,,产业 转移 对 武清区 的 影响 主要 表现 在 促进 地区 产业 结构 优化 升级,产业 转移 对 武清区 的 影响 主要 表现 在 促进 地区 产业 结构 优化 升级,NN VV P NN DEG NN AD VV P VV NN NN NN NN NN,( (IP (IP (NP (NN 产业)) (VP (VV 转移))) (IP (VP (PP (P 对) (NP (DNP (NP (NN 武清区)) (DEG 的)) (NP (NN 影响)))) (ADVP (AD 主要)) (VP (VP (VV 表现) (PP (P 在) (NP (CP (IP (VP (VV 促进) (NP (NN 地区))))) (NP (NN 产业) (NN 结构))))) (VP (VCD (VV 优化) (VV 升级))))))) )
29-B,产业转移对武清区的影响主要表现在	劳动力导向型企业增加,None,,3,,,产业 转移 对 武清区 的 影响 主要 表现 在 劳动力 导向 型 企业 增加,产业 转移 对 武清区 的 影响 主要 表现 在 劳动力 导向 型 企业 增加,NN VV P loc DEG NN AD VV P NN NN NN NN VV,,影响_0（产业转移，武清区，劳动力导向型企业增加）,影响_0（产业转移，武清区，趋势_1（劳动力导向型企业，增加））,0_5,0_5 1_13,影响,影响 趋势,,,产业 转移 对 武清区 的 影响 主要 表现 在 劳动力 导向 型 企业 增加,产业 转移 对 武清区 的 影响 主要 表现 在 劳动力 导向 型 企业 增加,NN VV P loc DEG NN AD VV P NN VV NN NN VV,( (IP (IP (NP (NN 产业)) (VP (VV 转移) (IP (NP (DNP (PP (P 对) (NP (NR 武清区))) (DEG 的)) (NP (NN 影响))) (VP (ADVP (AD 主要)) (VP (VV 表现) (PP (P 在) (NP (NP (NN 劳动力) (NN 导向)) (NP (NN 型))))))))) (NP (NN 企业)) (VP (VV 增加))) )
29-C,产业转移对武清区的影响主要表现在	改善了本地区的环境质量,None,,3,,,产业 转移 对 武清区 的 影响 主要 表现 在 改善 了 本 地区 的 环境 质量,产业 转移 对 武清区 的 影响 主要 表现 在 改善 了 本 地区 的 环境 质量,NN VV P loc DEG NN AD VV P VV AS DT NN DEG NN NN,,影响_0（产业转移，武清区，改善了本地区的环境质量）,影响_0（产业转移，武清区，趋势_1（本地区的环境质量，改善））,0_5,0_5 1_9,影响,影响 趋势,,,产业 转移 对 武清区 的 影响 主要 表现 在 改善 了 本 地区 的 环境 质量,产业 转移 对 武清区 的 影响 主要 表现 在 改善 了 本 地区 的 环境 质量,NN VV P loc DEG NN JJ NN P VV AS DT NN DEG NN NN,( (IP (IP (NP (NN 产业)) (VP (VV 转移) (NP (DNP (PP (P 对) (NP (NR 武清区))) (DEG 的)) (NP (NN 影响))))) (VP (ADVP (AD 主要)) (VP (VV 表现) (PP (P 在) (IP (VP (VV 改善) (AS 了) (NP (DNP (NP (DP (DT 本)) (NP (NN 地区))) (DEG 的)) (NP (NN 环境) (NN 质量))))))))) )
29-D,产业转移对武清区的影响主要表现在	增大了本地区的就业压力,None,,3,,,产业 转移 对 武清区 的 影响 主要 表现 在 增大 了 本 地区 的 就业 压力,产业 转移 对 武清区 的 影响 主要 表现 在 增大 了 本 地区 的 就业 压力,NN VV P loc DEG NN AD VV P VV AS DT NN DEG NN NN,,影响_0（产业转移，武清区，增大了本地区的就业压力）,影响_0（产业转移，武清区，趋势_1（本地区的就业压力，增大））,0_5,0_5 1_9,影响,影响 趋势,,,产业 转移 对 武清区 的 影响 主要 表现 在 增大 了 本 地区 的 就业 压力,产业 转移 对 武清区 的 影响 主要 表现 在 增大 了 本 地区 的 就业 压力,NN VV P loc DEG NN AD VV P VV AS DT NN DEG NN NN,( (IP (IP (NP (NN 产业)) (VP (VV 转移) (NP (DNP (PP (P 对) (NP (NR 武清区))) (DEG 的)) (NP (NN 影响))))) (VP (ADVP (AD 主要)) (VP (VV 表现) (PP (P 在) (IP (VP (VV 增大) (AS 了) (NP (DNP (NP (DP (DT 本)) (NP (NN 地区))) (DEG 的)) (NP (NN 就业) (NN 压力))))))))) )
30-A,武清区形成工业集聚，可共同利用	原料,None,,0,,,武清区 形成 工业 集聚 ， 可 共同 利用 原料,武清区 形成 工业 集聚 ， 可 共同 利用 原料,loc VV NN NN PU VV AD VV NN,,因果_0（武清区形成工业集聚，可共同利用原料）,因果_0（武清区形成工业集聚，可共同利用原料）,0_5,0_5,因果,因果,,,武清区 形成 工业 集聚 ， 可 共同 利用 原料,武清区 形成 工业 集聚 ， 可 共同 利用 原料,loc VV NN VV PU VV AD VV NN,( (IP (NP (NR 武清区)) (VP (VP (VV 形成) (NP (NN 工业) (NN 集聚))) (PU ，) (VP (VV 可) (VP (ADVP (AD 共同)) (VP (VV 利用) (NP (NN 原料))))))) )
30-B,武清区形成工业集聚，可共同利用	基础设施,None,,0,,,武清区 形成 工业 集聚 ， 可 共同 利用 基础 设施,武清区 形成 工业 集聚 ， 可 共同 利用 基础 设施,loc VV NN NN PU VV AD VV NN NN,,因果_0（武清区形成工业集聚，可共同利用基础设施）,因果_0（武清区形成工业集聚，可共同利用基础设施）,0_5,0_5,因果,因果,,,武清区 形成 工业 集聚 ， 可 共同 利用 基础 设施,武清区 形成 工业 集聚 ， 可 共同 利用 基础 设施,loc VV NN VV PU VV AD VV NN NN,( (IP (NP (NR 武清区)) (VP (VP (VV 形成) (NP (NN 工业) (NN 集聚))) (PU ，) (VP (VV 可) (VP (ADVP (AD 共同)) (VP (VV 利用) (NP (NN 基础) (NN 设施))))))) )
30-C,武清区形成工业集聚，可共同利用	燃料,None,,0,,,武清区 形成 工业 集聚 ， 可 共同 利用 燃料,武清区 形成 工业 集聚 ， 可 共同 利用 燃料,loc VV NN NN PU VV AD VV NN,,因果_0（武清区形成工业集聚，可共同利用燃料）,因果_0（武清区形成工业集聚，可共同利用燃料）,0_5,0_5,因果,因果,,,武清区 形成 工业 集聚 ， 可 共同 利用 燃料,武清区 形成 工业 集聚 ， 可 共同 利用 燃料,loc VV NN VV PU VV AD VV NN,( (IP (NP (NR 武清区)) (VP (VP (VV 形成) (NP (NN 工业) (NN 集聚))) (PU ，) (VP (VV 可) (VP (ADVP (AD 共同)) (VP (VV 利用) (NP (NN 燃料))))))) )
30-D,武清区形成工业集聚，可共同利用	消费市场,None,,0,,,武清区 形成 工业 集聚 ， 可 共同 利用 消费 市场,武清区 形成 工业 集聚 ， 可 共同 利用 消费 市场,loc VV NN NN PU VV AD VV NN NN,,因果_0（武清区形成工业集聚，可共同利用消费市场）,因果_0（武清区形成工业集聚，可共同利用消费市场）,0_5,0_5,因果,因果,,,武清区 形成 工业 集聚 ， 可 共同 利用 消费 市场,武清区 形成 工业 集聚 ， 可 共同 利用 消费 市场,loc VV NN VV PU VV AD VV NN NN,( (IP (NP (NR 武清区)) (VP (VP (VV 形成) (NP (NN 工业) (NN 集聚))) (PU ，) (VP (VV 可) (VP (ADVP (AD 共同)) (VP (VV 利用) (NP (NN 消费) (NN 市场))))))) )
