编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
1-A,2010年10月1日18时59分57秒，我国“嫦娥二号”卫星在西昌点火升空，准确入轨。该卫星	到达了河外星系,None,0,9,20,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河外星系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外 星系,time PU NN PU NN NN PU NN P loc VV VV PU AD VV PU DT NN VV AS term,,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,时间限定_0（2010年10月1日18时59分57秒）实体信息陈述_1（该卫星，到达了，河外星系）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,0,,2010年10月1日18时59分57秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,2010年 10月 1日 18时 59分 57 秒 ， 我国 “ 嫦娥 二号 ” 卫星 在 西昌 点火 升空 ， 准确 入轨 。 该 卫星 到达 了 河 外星 系,time PU NR PU VV NN PU NN P loc NN VV PU AD VV PU DT NN VV AS term,( (IP (IP (NP (NT 2010年10月1日18时59分57秒)) (PU ，) (NP (NP (NP (NN 我国)) (NP (PU “) (NN 嫦娥) (NN 二号) (PU ”))) (NP (NN 卫星))) (VP (PP (P 在) (NP (NR 西昌))) (VP (VSB (VV 点火) (VV 升空))))) (PU ，) (IP (VP (ADVP (AD 准确)) (VP (VV 入轨)))) (PU 。) (IP (NP (DP (DT 该)) (NP (NN 卫星))) (VP (VV 到达) (AS 了) (NP (NN 河外星系))))) )
15-D,印度尼西亚发生火山、地震的主要原因是	印度尼西亚领土组成主要以岛屿为主,None,,0 9,2 4,,印度尼西亚 发生 火山 、 地震 的 主要 原因 是 印度尼西亚 领土 组成 主要 以 岛屿 为 主,印度尼西亚 发生 火山 、 地震 的 主要 原因 是 印度尼西亚 领土 组成 主要 以 岛屿 为 主,loc VV term PU term DEG JJ NN VC loc NN NN AD P NN VV NN,,因果_0（印度尼西亚领土组成主要以岛屿为主，印度尼西亚发生火山、地震）,因果_0（实体信息陈述_1（印度尼西亚，领土组成，主要以岛屿为主），印度尼西亚发生火山、地震）,0_6-7,0_6-7,因果,因果 实体信息陈述,,0 9,印度尼 西亚 发生 火山 、 地震 的 主要 原因 是 印度尼西亚 领土 组成 主要 以 岛屿 为 主,印度尼西亚 发生 火山 、 地震 的 主要 原因 是 印度尼西亚 领土 组成 主要 以 岛屿 为 主,loc VV term PU term DEG JJ NN VC loc NN VV AD P NN VV NN,( (IP (IP (NP (NR 印度尼西亚)) (VP (VV 发生) (NP (NN 火山)))) (PU 、) (IP (NP (DNP (NP (NN 地震)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NP (NP (NR 印度尼西亚)) (NP (NN 领土))) (NP (NN 组成))) (VP (ADVP (AD 主要)) (PP (P 以) (NP (NN 岛屿))) (VP (VV 为) (NP (NN 主)))))))) )
16-A,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气反射作用，使气温增高,y,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射作用 ， 使 气温 增高,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气 反射 作用 ， 使 气温 增高,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term PU VV NN VV,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，增强了大气反射作用）影响_1（火山喷发产生的火山灰云团，其覆盖地区，使气温增高）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，反射作用，#，增强））影响_2（火山喷发产生的火山灰云团，其覆盖地区，趋势_3（气温，#，#，增高））,0_11-12 1_11-12,0_11-12 1_13 2_11-12 3_19,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射 作用 ， 使 气温 增高,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射 作用 ， 使 气温 增高,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term PU VV NN VV,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VP (VV 增强) (AS 了) (NP (NN 大气反射作用))) (PU ，) (VP (VV 使) (NP (NN 气温)) (IP (VP (VV 增高))))))) )
16-A-0,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气反射作用,ed-ori,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射作用,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气 反射 作用,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，增强了大气反射作用）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，反射作用，#，增强））,0_11-12,0_11-12 1_13,影响,影响 趋势,,15,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射 作用,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气反射 作用,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 增强) (AS 了) (NP (NN 大气反射作用))))) )
16-A-1,火山喷发产生的火山灰云团对其覆盖地区的影响是	使气温增高,ed-ori,,,0 4,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 增高,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 增高,term VV VV DEC term NN P PN NN NN DEG NN VC VV NN VV,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，使气温增高）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（气温，#，#，增高））,0_11-12,0_11-12 1_15,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 增高,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 增高,term VV VV DEC term NN P PN VV NN DEG NN VC VV NN VV,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 使) (NP (NN 气温)) (IP (VP (VV 增高)))))) )
16-B,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气反射作用，使气温降低,y,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射作用 ， 使 气温 降低,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气 反射 作用 ， 使 气温 降低,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term PU VV NN VV,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，减弱了大气反射作用）影响_1（火山喷发产生的火山灰云团，其覆盖地区，使气温降低）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，反射作用，#，减弱））影响_2（火山喷发产生的火山灰云团，其覆盖地区，趋势_3（气温，#，#，降低））,0_11-12 1_11-12,0_11-12 1_13 2_11-12 3_19,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射 作用 ， 使 气温 降低,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射 作用 ， 使 气温 降低,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term PU VV NN VV,( (IP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰) (NN 云团))) (VP (VP (PP (P 对) (NP (DNP (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (VP (VV 减弱) (AS 了) (NP (NN 大气反射作用))))) (PU ，) (VP (VV 使) (NP (NN 气温)) (IP (VP (VV 降低)))))) )
16-B-0,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气反射作用,ed-ori,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射作用,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气 反射 作用,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，减弱了大气反射作用）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，反射作用，#，减弱））,0_11-12,0_11-12 1_13,影响,影响 趋势,,15,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射 作用,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气反射 作用,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 减弱) (AS 了) (NP (NN 大气反射作用))))) )
16-B-1,火山喷发产生的火山灰云团对其覆盖地区的影响是	使气温降低,ed-ori,,,0 4,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 降低,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 降低,term VV VV DEC term NN P PN NN NN DEG NN VC VV NN VV,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，使气温降低）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（气温，#，#，降低））,0_11-12,0_11-12 1_15,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 降低,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 气温 降低,term VV VV DEC term NN P PN VV NN DEG NN VC VV NN VV,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 使) (NP (NN 气温)) (IP (VP (VV 降低)))))) )
16-C,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气逆辐射，使昼夜温差变小,y,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射 ， 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气 逆 辐射 ， 使 昼夜 温差 变 小,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term PU VV NN NN VV VA,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，增强了大气逆辐射）影响_1（火山喷发产生的火山灰云团，其覆盖地区，使昼夜温差变小）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，逆辐射，#，增强））影响_2（火山喷发产生的火山灰云团，其覆盖地区，趋势_3（昼夜温差，#，#，变小））,0_11-12 1_11-12,0_11-12 1_13 2_11-12 3_20-21,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射 ， 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射 ， 使 昼夜 温差 变 小,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term PU VV NN NN VV JJ,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VP (VV 增强) (AS 了) (NP (NN 大气逆辐射))) (PU ，) (VP (VV 使) (NP (NN 昼夜) (NN 温差)) (IP (VP (VRD (VV 变) (VA 小)))))))) )
16-C-0,火山喷发产生的火山灰云团对其覆盖地区的影响是	增强了大气逆辐射,ed-ori,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气 逆 辐射,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，增强了大气逆辐射）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，逆辐射，#，增强））,0_11-12,0_11-12 1_13,影响,影响,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 增强 了 大气逆辐射,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 增强) (AS 了) (NP (NN 大气逆辐射))))) )
16-C-1,火山喷发产生的火山灰云团对其覆盖地区的影响是	使昼夜温差变小,ed-ori,,,0 4,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,term VV VV DEC term NN P PN NN NN DEG NN VC VV NN NN VV VA,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，使昼夜温差变小）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（昼夜温差，#，#，变小））,0_11-12,0_11-12 1_16-17,影响,影响,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,term VV VV DEC term NN P PN VV NN DEG NN VC VV NN NN VV JJ,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 使) (NP (NN 昼夜) (NN 温差)) (IP (VP (VRD (VV 变) (VA 小))))))) )
16-D,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气逆辐射，使昼夜温差变小,y,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射 ， 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气 逆 辐射 ， 使 昼夜 温差 变 小,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term PU VV NN NN VV VA,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，减弱了大气逆辐射）影响_1（火山喷发产生的火山灰云团，其覆盖地区，使昼夜温差变小）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，逆辐射，#，减弱））影响_2（火山喷发产生的火山灰云团，其覆盖地区，趋势_3（昼夜温差，#，#，变小））,0_11-12 1_11-12,0_11-12 1_13 2_11-12 3_20-21,影响,影响,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射 ， 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射 ， 使 昼夜 温差 变 小,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term PU VV NN NN VV JJ,( (IP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰) (NN 云团))) (VP (VP (PP (P 对) (NP (DNP (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区))) (DEG 的)) (NP (NN 影响)))) (VP (VC 是) (VP (VV 减弱) (AS 了) (NP (NN 大气逆辐射))))) (PU ，) (VP (VV 使) (NP (NN 昼夜) (NN 温差)) (IP (VP (VRD (VV 变) (VA 小))))))) )
16-D-0,火山喷发产生的火山灰云团对其覆盖地区的影响是	减弱了大气逆辐射,ed-ori,,,0 4 15,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气 逆 辐射,term VV VV DEC term NN P PN NN NN DEG NN VC VV AS term,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，减弱了大气逆辐射）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（大气，逆辐射，#，减弱））,0_11-12,0_11-12 1_13,影响,影响,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 减弱 了 大气逆辐射,term VV VV DEC term NN P PN VV NN DEG NN VC VV AS term,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 减弱) (AS 了) (NP (NN 大气逆辐射))))) )
16-D-1,火山喷发产生的火山灰云团对其覆盖地区的影响是	使昼夜温差变小,ed-ori,,,0 4,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,term VV VV DEC term NN P PN NN NN DEG NN VC VV NN NN VV VA,,影响_0（火山喷发产生的火山灰云团，其覆盖地区，使昼夜温差变小）,影响_0（火山喷发产生的火山灰云团，其覆盖地区，趋势_1（昼夜温差，#，#，变小））,0_11-12,0_11-12 1_16-17,影响,影响 趋势,,,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,火山 喷发 产生 的 火山灰 云团 对 其 覆盖 地区 的 影响 是 使 昼夜 温差 变 小,term VV VV DEC term NN P PN VV NN DEG NN VC VV NN NN VV JJ,( (IP (NP (NP (NP (CP (IP (NP (NN 火山)) (VP (VSB (VV 喷发) (VV 产生)))) (DEC 的)) (NP (NN 火山灰))) (NP (NN 云团))) (DNP (PP (P 对) (NP (NP (PN 其)) (NP (NN 覆盖) (NN 地区)))) (DEG 的)) (NP (NN 影响))) (VP (VC 是) (VP (VV 使) (NP (NN 昼夜) (NN 温差)) (IP (VP (VRD (VV 变) (VA 小))))))) )
17-A,明代郑和七下西洋，利用盛行风在甲、丙、丁三地之间往返，下列叙述正确的是	夏季，利用东北风，从甲地经丙地到达丁地,n,17,8 23 25 27,6 20,,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲、丙、丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 东北风 ， 从 甲地 经 丙地 到达 丁地,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 东北风 ， 从 甲地 经 丙地 到达 丁地,NR NR VV NN PU VV term P loc LC VV PU JJ NN VA DEC VC time PU VV term PU P loc P loc VV loc,,时间限定_0（夏季）一般陈述_1（利用东北风，从甲地经丙地到达丁地）,时间限定_0（夏季）一般陈述_1（利用东北风，从甲地经丙地到达丁地）,,,时间限定 一般陈述,时间限定 一般陈述,17,,明代 郑和 七下 西洋 ， 利用 盛行 风在甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 东北风 ， 从 甲地 经 丙地 到达 丁地,明代 郑和 七下 西洋 ， 利用 盛行 风在甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 东北风 ， 从 甲地 经 丙地 到达 丁地,NR NR VV NN PU VV term P loc LC VV PU VV VV VA DEC VC time PU VV term PU P loc P loc VV loc,( (IP (IP (NP (NR 明代) (NR 郑和)) (VP (VV 七下) (NP (NN 西洋)))) (PU ，) (IP (VP (VP (VV 利用) (NP (NN 盛行风))) (VP (PP (P 在) (LCP (NP (NR 甲、丙、丁三地)) (LC 之间))) (VP (VV 往返))))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NT 夏季)))) (PU ，) (IP (VP (VV 利用) (NP (NN 东北风)))) (PU ，) (IP (VP (PP (P 从) (NP (NR 甲地))) (PP (P 经) (NP (NR 丙地))) (VP (VV 到达) (NP (NR 丁地)))))) )
17-B,明代郑和七下西洋，利用盛行风在甲、丙、丁三地之间往返，下列叙述正确的是	夏季，利用西南风，从丁地经丙地返回甲地,n,17,8 23 25 27,6 20,,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲、丙、丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 西南风 ， 从 丁地 经 丙地 返回 甲地,明代 郑和 七下 西洋 ， 利用 盛行风 在 甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 西南风 ， 从 丁地 经 丙地 返回 甲地,NR NR VV NN PU VV term P loc LC VV PU JJ NN VA DEC VC time PU VV term PU P loc P loc VV loc,,时间限定_0（夏季）一般陈述_1（利用西南风，从丁地经丙地返回甲地）,时间限定_0（夏季）一般陈述_1（利用西南风，从丁地经丙地返回甲地）,,,时间限定 一般陈述,时间限定 一般陈述,17,,明代 郑和 七下 西洋 ， 利用 盛行 风在甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 西南风 ， 从 丁地 经 丙地 返回 甲地,明代 郑和 七下 西洋 ， 利用 盛行 风在甲 、 丙 、 丁三地 之间 往返 ， 下列 叙述 正确 的 是 夏季 ， 利用 西南风 ， 从 丁地 经 丙地 返回 甲地,NR NR VV NN PU VV term P loc LC VV PU VV VV VA DEC VC time PU VV term PU P loc P loc VV loc,( (IP (IP (NP (NR 明代) (NR 郑和)) (VP (VV 七下) (NP (NN 西洋)))) (PU ，) (IP (VP (VP (VV 利用) (NP (NN 盛行风))) (VP (PP (P 在) (LCP (NP (NR 甲、丙、丁三地)) (LC 之间))) (VP (VV 往返))))) (PU ，) (IP (NP (ADJP (JJ 下列)) (NP (NN 叙述))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NT 夏季)))) (PU ，) (IP (VP (VV 利用) (NP (NN 西南风)))) (PU ，) (IP (VP (PP (PP (P 从) (NP (NR 丁地))) (PP (P 经) (NP (NR 丙地)))) (VP (VV 返回) (NP (NR 甲地)))))) )
