试卷名,编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2003-北京,1-A,该船员拍摄照片时，P地的地方时为	22时,None,10,6,8,,该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时,该 船员 拍摄 照片 时 ， P地 的 地方时 为 22时,DT NN VV NN LC PU loc DEG term VC time,,时间限定_0（该船员拍摄照片时）实体信息陈述_1（P地，地方时，22时）,时间限定_0（该船员拍摄照片时）实体信息陈述_1（P地，地方时，22时）,0_4 1_7-9,0_4 1_7-9,时间限定 实体信息陈述,时间限定 实体信息陈述,10,,该 船员 拍摄 照片 时 ， P地 的 地方 时 为 22时,该 船员 拍摄 照片 时 ， P地 的 地方 时 为 22时,DT NN VV NN LC PU loc DEG term VC time,( (IP (LCP (IP (NP (DP (DT 该)) (NP (NN 船员))) (VP (VV 拍摄) (NP (NN 照片)))) (LC 时)) (PU ，) (NP (DNP (NP (NR P地)) (DEG 的)) (NP (NN 地方时))) (VP (VC 为) (NP (NT 22时)))) )
2011年北京市西城区高三第一学期期末考试,24-D,应用GIS技术在图甲基础上制作图乙，需要添加的数据是	1999年各行政区人口数量,None,14,,1,,应用 GIS技术 在 图甲 基础 上 制作 图乙 ， 需要 添加 的 数据 是 1999年 各 行政区 人口数量,应用 GIS 技术 在 图甲 基础 上 制作 图乙 ， 需要 添加 的 数据 是 1999年 各 行政区 人口数量,VV term P NN NN LC VV NN PU VV VV DEC NN VC time DT NN NN,,时间限定_0（1999年）一般陈述_1（应用GIS技术在图甲基础上制作图乙，需要添加的数据是各行政区人口数量）,时间限定_0（1999年）一般陈述_1（应用GIS技术在图甲基础上制作图乙，需要添加的数据是各行政区人口数量）,,,时间限定 一般陈述,时间限定 一般陈述,14,,应用 GIS 技术 在 图甲 基础 上 制作 图乙 ， 需要 添加 的 数据 是 1999年 各 行政区 人口数 量,应用 GIS 技术 在 图甲 基础 上 制作 图乙 ， 需要 添加 的 数据 是 1999年 各 行政区 人口数 量,NN term P NN NN LC VV NN PU VV VV DEC NN VC time DT NN NN,( (IP (IP (VP (VP (VV 应用) (NP (NN GIS技术))) (VP (PP (P 在) (LCP (NP (NN 图甲) (NN 基础)) (LC 上))) (VP (VV 制作) (NP (NN 图乙)))))) (PU ，) (NP (CP (IP (VP (VV 需要) (VP (VV 添加)))) (DEC 的)) (NP (NN 数据))) (VP (VC 是) (NP (NP (NP (NT 1999年)) (DT 各) (NN 行政区)) (NP (NN 人口数量))))) )
2011年北京市西城区高三第一学期期末考试,25-A,图中地形类型相对单一的省（区）是	甲,None,,,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 甲,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 甲,NN LC NN NN AD VA DEC NN PU NN PU VC NN,,匹配_0（地形类型相对单一的省（区），甲）,匹配_0（地形类型相对单一的省（区），甲）,0_11,0_11,匹配,匹配,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 甲,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 甲,NN LC NN NN AD VA DEC NN PU NN PU VC VA,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地形))) (NP (NN 类型))) (ADVP (AD 相对)) (NP (CP (IP (VP (VA 单一))) (DEC 的)) (NP (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）))) (VP (VC 是) (NP (NN 甲)))) )
2011年北京市西城区高三第一学期期末考试,25-B,图中地形类型相对单一的省（区）是	乙,None,,,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 乙,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 乙,NN LC NN NN AD VA DEC NN PU NN PU VC NN,,匹配_0（地形类型相对单一的省（区），乙）,匹配_0（地形类型相对单一的省（区），乙）,0_11,0_11,匹配,匹配,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 乙,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 乙,NN LC NN NN AD VA DEC NN PU NN PU VC NN,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地形))) (NP (NN 类型))) (ADVP (AD 相对)) (NP (CP (IP (VP (VA 单一))) (DEC 的)) (NP (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）))) (VP (VC 是) (NP (NN 乙)))) )
2011年北京市西城区高三第一学期期末考试,25-C,图中地形类型相对单一的省（区）是	丙,None,,,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丙,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丙,NN LC NN NN AD VA DEC NN PU NN PU VC NN,,匹配_0（地形类型相对单一的省（区），丙）,匹配_0（地形类型相对单一的省（区），丙）,0_11,0_11,匹配,匹配,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丙,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丙,NN LC NN NN AD VA DEC NN PU NN PU VC NN,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地形))) (NP (NN 类型))) (ADVP (AD 相对)) (NP (CP (IP (VP (VA 单一))) (DEC 的)) (NP (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）))) (VP (VC 是) (NP (NN 丙)))) )
2011年北京市西城区高三第一学期期末考试,25-D,图中地形类型相对单一的省（区）是	丁,None,,,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丁,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丁,NN LC NN NN AD VA DEC NN PU NN PU VC NN,,匹配_0（地形类型相对单一的省（区），丁）,匹配_0（地形类型相对单一的省（区），丁）,0_11,0_11,匹配,匹配,,,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丁,图 中 地形 类型 相对 单一 的 省 （ 区 ） 是 丁,NN LC NN NN AD VA DEC NN PU NN PU VC NR,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地形))) (NP (NN 类型))) (ADVP (AD 相对)) (NP (CP (IP (VP (VA 单一))) (DEC 的)) (NP (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）))) (VP (VC 是) (NP (NN 丁)))) )
2011年北京市西城区高三第一学期期末考试,26-A,有关四省（区）农业生产的叙述，正确的是	甲省（区）西部是种植业集中地区,None,,17,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 甲省 （ 区 ） 西部 是 种植业 集中 地区,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 甲省 （ 区 ） 西部 是 种植业 集中 地区,P NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU loc VC NN NN NN,,匹配_0（西部，种植业集中地区）,匹配_0（西部，种植业集中地区）,0_18,0_18,匹配,匹配,,17,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 甲省 （ 区 ） 西部 是 种植业 集中地 区,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 甲省 （ 区 ） 西部 是 种植业 集中地 区,JJ NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU loc VC NN VV NN,( (IP (PP (P 有关) (NP (DNP (NP (NN 四省) (PU （) (NN 区) (PU ）) (NN 农业) (NN 生产)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 甲省) (PU （) (NN 区)))) (PU ）) (IP (NP (NR 西部)) (VP (VC 是) (NP (NN 种植业) (NN 集中) (NN 地区))))) )
2011年北京市西城区高三第一学期期末考试,26-B,有关四省（区）农业生产的叙述，正确的是	乙省（区）是我国著名的粮食产区,None,,,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 乙省 （ 区 ） 是 我国 著名 的 粮食 产区,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 乙省 （ 区 ） 是 我国 著名 的 粮食 产区,P NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU VC NN JJ DEG NN NN,,匹配_0（乙省（区），我国著名的粮食产区）,匹配_0（乙省（区），我国著名的粮食产区）,0_17,0_17,匹配,匹配,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 乙省 （ 区 ） 是 我国 著名 的 粮食 产区,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 乙省 （ 区 ） 是 我国 著名 的 粮食 产区,JJ NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU VC NR VA DEC NN NN,( (IP (PP (P 有关) (NP (DNP (NP (NN 四省) (PU （) (NN 区) (PU ）) (NN 农业) (NN 生产)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VP (VC 是) (NP (NN 乙省) (PU （) (NN 区))) (PU ）) (VP (VC 是) (NP (NP (NN 我国)) (DNP (ADJP (JJ 著名)) (DEG 的)) (NP (NN 粮食) (NN 产区)))))) )
2011年北京市西城区高三第一学期期末考试,26-C,有关四省（区）农业生产的叙述，正确的是	丙省（区）南部农业耕作制度一年三熟,None,,,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丙省 （ 区 ） 南部 农业 耕作 制度 一年三熟,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丙省 （ 区 ） 南部 农业 耕作 制度 一年三熟,P NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU NN NN NN NN VA,,一般陈述_0（丙省（区）南部农业耕作制度一年三熟）,一般陈述_0（丙省（区）南部农业耕作制度一年三熟）,,,一般陈述,一般陈述,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丙省 （ 区 ） 南部 农业 耕作 制度 一年 三熟,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丙省 （ 区 ） 南部 农业 耕作 制度 一年 三熟,JJ NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU NN NN NN NN AD VA,( (IP (PP (P 有关) (NP (DNP (NP (NN 四省) (PU （) (NN 区) (PU ）) (NN 农业) (NN 生产)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 丙省) (PU （) (NN 区)))) (PU ）) (IP (NP (NN 南部) (NN 农业) (NN 耕作) (NN 制度)) (VP (VA 一年三熟)))) )
2011年北京市西城区高三第一学期期末考试,26-D,有关四省（区）农业生产的叙述，正确的是	丁省（区）以灌溉农业和牧业为主,None,,,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丁省 （ 区 ） 以 灌溉 农业 和 牧业 为 主,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丁省 （ 区 ） 以 灌溉 农业 和 牧业 为 主,P NN PU NN PU NN NN DEG NN PU VA DEC VC NN PU NN PU P NN NN CC NN VV NN,,一般陈述_0（丁省（区）以灌溉农业和牧业为主）,一般陈述_0（丁省（区）以灌溉农业和牧业为主）,,,一般陈述,一般陈述,,,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丁省 （ 区 ） 以 灌溉 农业 和 牧业 为 主,有关 四省 （ 区 ） 农业 生产 的 叙述 ， 正确 的 是 丁省 （ 区 ） 以 灌溉 农业 和 牧业 为 主,JJ NN PU NN PU NN NN DEG NN PU VA DEC VC NR PU NN PU P NN NN CC NN VV NN,( (IP (PP (P 有关) (NP (DNP (NP (NN 四省) (PU （) (NN 区) (PU ）) (NN 农业) (NN 生产)) (DEG 的)) (NP (NN 叙述)))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 丁省) (PU （) (NN 区))) (PRN (PU ）) (IP (VP (PP (P 以) (NP (NN 灌溉) (NN 农业) (CC 和) (NN 牧业))) (VP (VV 为) (NP (NN 主))))))) )
2011年北京市西城区高三第一学期期末考试,27-A,表中序号与图中甲、乙、丙、丁各省（区）排序一致的是	①②③④,None,,,,,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ③ ④,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ③ ④,VV NN CC NN NN PU NN PU NN PU NN DT NN PU NN PU NN VA DEC VC NN NN NN NN,,匹配_0（甲、乙、丙、丁各省（区），①②③④）,匹配_0（甲、乙、丙、丁各省（区），①②③④）,0_17,0_17,匹配,匹配,,,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ③ ④,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ③ ④,VV NN CC NN NN PU NN PU NN PU VV DT NN PU NN PU NN VA DEC VC NN AD VV NN,( (IP (VP (VV 表中) (NP (NP (NP (NN 序号)) (CC 与) (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NN 丁)) (DP (DT 各)) (NP (NN 省))) (PU （) (NP (NN 区)))) (PRN (PU ）) (IP (NP (CP (IP (NP (NN 排序)) (VP (VA 一致))) (DEC 的))) (VP (VC 是) (NP (NP (NN ①) (NN ②)) (NP (NN ③) (NN ④))))))) )
2011年北京市西城区高三第一学期期末考试,27-B,表中序号与图中甲、乙、丙、丁各省（区）排序一致的是	①②④③,None,,,,,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ④ ③,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ④ ③,VV NN CC NN NN PU NN PU NN PU NN DT NN PU NN PU NN VA DEC VC NN NN NN NN,,匹配_0（甲、乙、丙、丁各省（区），①②④③）,匹配_0（甲、乙、丙、丁各省（区），①②④③）,0_17,0_17,匹配,匹配,,,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ④ ③,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ① ② ④ ③,VV NN CC NN NN PU NN PU NN PU VV DT NN PU NN PU NN VA DEC VC NN AD VV NN,( (IP (VP (VV 表中) (NP (NP (NP (NN 序号)) (CC 与) (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NN 丁)) (DP (DT 各)) (NP (NN 省))) (PU （) (NP (NN 区)))) (PRN (PU ）) (IP (NP (CP (IP (NP (NN 排序)) (VP (VA 一致))) (DEC 的))) (VP (VC 是) (NP (NP (NN ①) (NN ②)) (NP (NN ④) (NN ③))))))) )
2011年北京市西城区高三第一学期期末考试,27-C,表中序号与图中甲、乙、丙、丁各省（区）排序一致的是	④③②①,None,,,,,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ④ ③ ② ①,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ④ ③ ② ①,VV NN CC NN NN PU NN PU NN PU NN DT NN PU NN PU NN VA DEC VC NN NN NN NN,,匹配_0（甲、乙、丙、丁各省（区），④③②①）,匹配_0（甲、乙、丙、丁各省（区），④③②①）,0_17,0_17,匹配,匹配,,,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ④ ③ ② ①,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ④ ③ ② ①,VV NN CC NN NN PU NN PU NN PU VV DT NN PU NN PU NN VA DEC VC NN AD VV NN,( (IP (VP (VV 表中) (NP (NP (NP (NN 序号)) (CC 与) (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NN 丁)) (DP (DT 各)) (NP (NN 省))) (PU （) (NP (NN 区)))) (PRN (PU ）) (IP (NP (CP (IP (NP (NN 排序)) (VP (VA 一致))) (DEC 的))) (VP (VC 是) (NP (NP (NN ④) (NN ③)) (NP (NN ②) (NN ①))))))) )
2011年北京市西城区高三第一学期期末考试,27-D,表中序号与图中甲、乙、丙、丁各省（区）排序一致的是	③④①②,None,,,,,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ③ ④ ① ②,表中 序号 与 图中 甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ③ ④ ① ②,VV NN CC NN NN PU NN PU NN PU NN DT NN PU NN PU NN VA DEC VC NN NN NN NN,,匹配_0（甲、乙、丙、丁各省（区），③④①②）,匹配_0（甲、乙、丙、丁各省（区），③④①②）,0_17,0_17,匹配,匹配,,,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ③ ④ ① ②,表中 序号 与 图中甲 、 乙 、 丙 、 丁 各 省 （ 区 ） 排序 一致 的 是 ③ ④ ① ②,VV NN CC NN NN PU NN PU NN PU VV DT NN PU NN PU NN VA DEC VC NN AD VV NN,( (IP (VP (VV 表中) (NP (NP (NP (NN 序号)) (CC 与) (NP (NN 图中) (NN 甲)) (PU 、) (NP (NN 乙)) (PU 、) (NP (NN 丙)) (PU 、) (NP (NN 丁)) (DP (DT 各)) (NP (NN 省))) (PU （) (NP (NN 区)))) (PRN (PU ）) (IP (NP (CP (IP (NP (NN 排序)) (VP (VA 一致))) (DEC 的))) (VP (VC 是) (NP (NP (NN ③) (NN ④)) (NP (NN ①) (NN ②))))))) )
2011年北京市西城区高三第一学期期末考试,28-A,下列关于各省情况的对比，正确的是	耕地面积①省（区）比②省（区）小，因此，山区面积①省（区）比②省（区）大,n,,,,,下列 关于 各 省 情况 的 对比 ， 正确 的 是 耕地 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 小 ， 因此 ， 山区 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 大,下列 关于 各 省 情况 的 对比 ， 正确 的 是 耕地 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 小 ， 因此 ， 山区 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 大,JJ P DT NN NN DEG NN PU VA DEC VC NN NN NN NN PU NN PU P NN NN PU NN PU VA PU AD PU NN NN NN NN PU NN PU P JJ NN PU NN PU VA,,比较_0（①省（区），②省（区），耕地面积，小）比较_1（①省（区），②省（区），山地面积，大）,比较_0（①省（区），②省（区），耕地面积，小）比较_1（①省（区），②省（区），山地面积，大）,0_18-24 1_35-41,0_18-24 1_35-41,比较,比较,,,下列 关于 各 省 情况 的 对比 ， 正确 的 是 耕地 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 小 ， 因此 ， 山区 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 大,下列 关于 各 省 情况 的 对比 ， 正确 的 是 耕地 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 小 ， 因此 ， 山区 面积 ① 省 （ 区 ） 比 ② 省 （ 区 ） 大,AD P DT NN NN DEG NN PU VA DEC VC NN NN NN NN PU NN PU P JJ NN PU NN PU VA PU AD PU NN NN NN NN PU NN PU P JJ NN PU NN PU JJ,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (DP (DT 各)) (NP (NN 省))) (NP (NN 情况)))) (DEG 的)) (NP (NN 对比))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NP (NP (NN 耕地) (NN 面积)) (NP (NN ①))) (NP (NN 省) (PU （) (NN 区))))) (PU ）) (IP (PP (P 比) (NP (NN ②))) (NP (NN 省) (PU （) (NN 区) (PU ）)) (VP (VA 小))) (PU ，) (IP (ADVP (AD 因此)) (PU ，) (NP (NP (NN 山区) (NN 面积)) (NP (NN ①) (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）))) (VP (PP (P 比) (NP (ADJP (JJ ②)) (NP (NN 省)) (PRN (PU （) (NP (NN 区)) (PU ）)))) (VP (VA 大))))) )
2011年北京市西城区高三第一学期期末考试,28-B,下列关于各省情况的对比，正确的是	水资源总量②省（区）比③省（区）大，因此，年降水量②省（区）比③省（区）大,n,,,,,下列 关于 各 省 情况 的 对比 ， 正确 的 是 水资源 总量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大 ， 因此 ， 年 降水量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大,下列 关于 各 省 情况 的 对比 ， 正确 的 是 水资源 总量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大 ， 因此 ， 年 降水量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大,JJ P DT NN NN DEG NN PU VA DEC VC NN NN NN NN PU NN PU P NN NN PU NN PU VA PU AD PU JJ NN NN NN PU NN PU P NN NN PU NN PU VA,,比较_0（②省（区），③省（区），水资源总量，小）比较_1（②省（区），③省（区），年降水量，大）,比较_0（②省（区），③省（区），水资源总量，小）比较_1（②省（区），③省（区），年降水量，大）,0_18-24 1_35-41,0_18-24 1_35-41,比较,比较,,,下列 关于 各 省 情况 的 对比 ， 正确 的 是 水资源 总量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大 ， 因此 ， 年降水量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大,下列 关于 各 省 情况 的 对比 ， 正确 的 是 水资源 总量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大 ， 因此 ， 年降水量 ② 省 （ 区 ） 比 ③ 省 （ 区 ） 大,AD P DT NN NN DEG NN PU VA DEC VC NN NN NN NN PU NN PU P JJ NN PU NN PU VA PU AD PU JJ NN LC NN PU NN PU P JJ NN PU NN PU JJ,( (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (DP (DT 各)) (NP (NN 省))) (NP (NN 情况)))) (DEG 的)) (NP (NN 对比))) (PU ，) (IP (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NN 水资源) (NN 总量) (NN ②)) (NP (NN 省) (PU （) (NN 区))) (PU ）) (VP (PP (P 比) (NP (NP (NN ③)) (NP (NN 省) (PU （) (NN 区) (PU ）)))) (VP (VA 大)))))) (PU ，) (IP (ADVP (AD 因此)) (PU ，) (NP (NP (ADJP (JJ 年)) (NP (NN 降水量) (NN ②))) (NP (NN 省) (PU （) (NN 区))) (PU ）) (VP (PP (P 比) (NP (NP (NN ③)) (NP (NN 省) (PU （) (NN 区) (PU ）)))) (VP (VA 大))))) )
